employee_id,fullname,avg_performance_rating,years_of_service_months,grade_name,education_name,grade_id,position_id,iq,pauli,faxtor,disc,mbti,gtq_total,tiki,papi_n_score,papi_g_score,papi_a_score,papi_l_score,papi_p_score,papi_i_score,papi_t_score,papi_v_score,papi_o_score,papi_b_score,papi_s_score,papi_x_score,papi_c_score,papi_d_score,papi_r_score,papi_z_score,papi_e_score,papi_k_score,papi_f_score,papi_w_score,avg_score_gdr,avg_score_cex,avg_score_ids,avg_score_qdd,avg_score_sto,avg_score_sea,avg_score_vcu,avg_score_lie,avg_score_ftc,avg_score_csi,strength_rank_1_theme,strength_rank_2_theme,strength_rank_3_theme
EMP100780,Luthfi Pamungkas,3.3333333333333333,12,V,S1,3,5,118.0,99,50,null,INFP,31.0,2,null,null,6.0,4.0,8.0,9.0,null,3.0,null,8.0,8.0,3.0,1.0,3.0,8.0,3.0,6.0,8.0,5.0,9.0,3.0000000000000000,3.3333333333333333,3.0000000000000000,3.0000000000000000,4.0000000000000000,3.5000000000000000,3.0000000000000000,4.2500000000000000,3.0000000000000000,3.7500000000000000,Deliberative,Significance,Restorative
EMP100781,Bayu Yulianto,2.7500000000000000,76,IV,S2,2,2,131.0,53,44,IS,ESFJ,26.0,4,5.0,1.0,3.0,6.0,9.0,9.0,4.0,7.0,null,5.0,6.0,6.0,null,2.0,5.0,2.0,null,5.0,5.0,5.0,3.5000000000000000,3.0000000000000000,3.0000000000000000,3.4000000000000000,2.0000000000000000,2.8000000000000000,3.7500000000000000,3.0000000000000000,2.8000000000000000,4.0000000000000000,Achiever,Context,Includer
EMP100782,Adit Utama Siregar,3.0000000000000000,113,V,SMA,3,1,null,89,61,DS,ESTJ,null,1,3.0,3.0,6.0,null,4.0,9.0,5.0,8.0,5.0,7.0,2.0,7.0,2.0,7.0,9.0,8.0,null,3.0,9.0,4.0,3.2000000000000000,3.0000000000000000,3.6000000000000000,3.0000000000000000,3.2500000000000000,2.6000000000000000,3.4000000000000000,3.5000000000000000,3.0000000000000000,3.0000000000000000,Futuristic,Consistency,Adaptability
EMP100783,Kartika Wijaya Permadi,3.0000000000000000,86,V,S2,3,2,128.0,91,44,DC,ESFP,32.0,1,3.0,3.0,9.0,1.0,2.0,1.0,null,6.0,9.0,2.0,8.0,7.0,2.0,9.0,2.0,7.0,6.0,9.0,6.0,4.0,2.8000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,2.8000000000000000,3.6000000000000000,3.2000000000000000,3.2000000000000000,2.8000000000000000,3.2000000000000000,Belief,Consistency,Individualization
EMP100784,Rendra Yulianto,2.2000000000000000,37,V,SMA,3,3,101.0,73,33,DS,ENFP,31.0,4,7.0,8.0,4.0,4.0,7.0,2.0,2.0,9.0,4.0,7.0,2.0,4.0,9.0,4.0,4.0,3.0,5.0,8.0,3.0,6.0,2.0000000000000000,2.3333333333333333,2.0000000000000000,2.4000000000000000,2.5000000000000000,2.6000000000000000,2.7500000000000000,2.4000000000000000,2.4000000000000000,2.2000000000000000,,Significance,Ideation
EMP100785,Umar Fadillah Handayani,3.0000000000000000,63,IV,SMA,2,2,96.0,53,69,SC,ISTP,34.0,10,1.0,2.0,2.0,6.0,8.0,null,1.0,6.0,8.0,4.0,9.0,6.0,null,3.0,2.0,4.0,6.0,7.0,null,9.0,3.2000000000000000,2.7500000000000000,3.0000000000000000,3.7500000000000000,2.8000000000000000,3.0000000000000000,2.8000000000000000,2.6000000000000000,2.8000000000000000,3.4000000000000000,Achiever,Learner,Restorative
EMP100786,Nadia Baskara Halim,2.4000000000000000,62,V,S1,3,5,88.0,37,82,SD,inftj,22.0,6,2.0,6.0,9.0,2.0,3.0,3.0,5.0,1.0,5.0,7.0,1.0,6.0,null,1.0,null,4.0,6.0,8.0,null,6.0,2.8000000000000000,1.6000000000000000,3.0000000000000000,2.2000000000000000,2.0000000000000000,2.2000000000000000,2.2000000000000000,2.2000000000000000,2.2000000000000000,2.2000000000000000,Context,Relator,Competition
EMP100787,Iman Lestari Tamba,3.6000000000000000,107,III,D3,1,3,101.0,22,69,DI,ENTP,41.0,8,5.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,5.0,6.0,null,6.0,3.0,8.0,9.0,1.0,4.0,2.0,3.0,4.0000000000000000,3.3333333333333333,3.0000000000000000,3.2000000000000000,3.5000000000000000,2.7500000000000000,3.5000000000000000,3.2500000000000000,3.6666666666666667,4.0000000000000000,Adaptability,,Consistency
EMP100788,Bayu Kusuma Hidayat,2.2000000000000000,97,IV,SMA,2,1,139.0,82,71,IC,INFJ,31.0,2,4.0,2.0,7.0,9.0,6.0,8.0,8.0,9.0,4.0,9.0,9.0,9.0,7.0,9.0,8.0,7.0,5.0,7.0,2.0,1.0,1.7500000000000000,2.2500000000000000,1.5000000000000000,3.0000000000000000,2.2500000000000000,2.2500000000000000,3.0000000000000000,2.2000000000000000,2.0000000000000000,2.2500000000000000,Adaptability,Harmony,
EMP100789,Oka Halim Setiawan,2.8000000000000000,72,V,D3,3,4,125.0,70,44,null,ESFP,31.0,1,6.0,7.0,7.0,5.0,8.0,1.0,2.0,9.0,null,null,1.0,3.0,1.0,4.0,null,8.0,4.0,2.0,7.0,9.0,3.2000000000000000,2.8000000000000000,2.4000000000000000,3.2500000000000000,2.6666666666666667,2.5000000000000000,3.2500000000000000,2.7500000000000000,2.8000000000000000,3.0000000000000000,,Intellection,Harmony
EMP100790,Joko Tri Lestari,2.6000000000000000,78,V,SMA,3,1,126.0,35,62,SD,ENFP,26.0,10,5.0,9.0,3.0,8.0,7.0,1.0,2.0,4.0,9.0,2.0,5.0,4.0,2.0,9.0,5.0,7.0,3.0,null,8.0,4.0,2.8000000000000000,3.3333333333333333,2.8000000000000000,2.6000000000000000,2.8000000000000000,2.6000000000000000,3.0000000000000000,3.5000000000000000,2.7500000000000000,3.0000000000000000,,Positivity,Communication
EMP100791,Rizki Saputra,2.2000000000000000,55,III,SMA,1,2,126.0,40,38,SC,ISTP,19.0,8,3.0,5.0,9.0,4.0,1.0,null,1.0,9.0,4.0,null,4.0,5.0,2.0,null,6.0,7.0,4.0,1.0,6.0,9.0,2.5000000000000000,1.8000000000000000,2.6666666666666667,1.6666666666666667,3.0000000000000000,2.6000000000000000,3.0000000000000000,2.2000000000000000,2.4000000000000000,1.8000000000000000,Ideation,Relator,Connectedness
EMP100792,Budi Yudhistira Pratama,3.0000000000000000,15,III,SMA,1,4,117.0,64,79,IC,ENTJ,17.0,6,3.0,8.0,2.0,9.0,2.0,8.0,3.0,5.0,1.0,6.0,4.0,4.0,3.0,5.0,7.0,2.0,5.0,6.0,2.0,1.0,35.0000000000000000,3.0000000000000000,4.3333333333333333,4.2500000000000000,4.0000000000000000,3.3333333333333333,3.7500000000000000,3.0000000000000000,3.7500000000000000,4.5000000000000000,Achiever,Futuristic,Restorative
EMP100793,Zahra Rohman,3.4000000000000000,89,III,D3,1,4,133.0,63,32,IS,INTP,17.0,1,1.0,8.0,4.0,7.0,8.0,6.0,7.0,8.0,null,1.0,6.0,8.0,1.0,8.0,8.0,5.0,4.0,7.0,5.0,5.0,2.2500000000000000,3.0000000000000000,3.4000000000000000,3.2500000000000000,3.2000000000000000,3.2000000000000000,3.4000000000000000,3.2000000000000000,3.0000000000000000,4.0000000000000000,Maximizer,,Empathy
EMP100794,Wulan Kusuma Mahendra,3.7500000000000000,56,V,SMA,3,1,null,85,81,SI,ENFJ,20.0,7,9.0,7.0,null,1.0,2.0,1.0,1.0,null,4.0,3.0,4.0,8.0,8.0,1.0,6.0,3.0,null,6.0,1.0,4.0,3.8000000000000000,3.8000000000000000,4.0000000000000000,4.2000000000000000,3.5000000000000000,3.7500000000000000,3.8000000000000000,4.2000000000000000,3.6000000000000000,4.4000000000000000,Achiever,Adaptability,Arranger
EMP100795,Nugroho Nugroho,3.0000000000000000,37,IV,S2,2,3,126.0,31,60,null,ESTJ,27.0,3,4.0,6.0,9.0,7.0,9.0,8.0,7.0,3.0,1.0,7.0,6.0,9.0,5.0,1.0,8.0,6.0,8.0,7.0,2.0,2.0,2.6000000000000000,3.0000000000000000,3.2000000000000000,3.4000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,2.5000000000000000,2.8000000000000000,3.4000000000000000,Self-Assurance,Intellection,Focus
EMP100796,Adi Ridwan,2.8000000000000000,31,V,S2,3,6,95.0,66,77,CS,INTJ,31.0,7,3.0,2.0,5.0,6.0,5.0,9.0,7.0,7.0,4.0,8.0,null,4.0,7.0,5.0,4.0,2.0,null,3.0,null,2.0,3.0000000000000000,2.6000000000000000,3.2500000000000000,3.2000000000000000,2.6000000000000000,2.8000000000000000,2.6000000000000000,2.5000000000000000,2.8000000000000000,2.7500000000000000,Self-Assurance,Input,Achiever
EMP100797,Rani Maulida,2.6000000000000000,67,V,D3,3,5,122.0,22,91,SC,ESFJ,19.0,4,5.0,8.0,8.0,6.0,6.0,9.0,1.0,5.0,9.0,2.0,null,3.0,7.0,2.0,3.0,7.0,2.0,7.0,8.0,8.0,2.0000000000000000,2.7500000000000000,3.0000000000000000,2.5000000000000000,2.2500000000000000,2.4000000000000000,2.7500000000000000,2.6000000000000000,3.0000000000000000,3.0000000000000000,Harmony,Empathy,Communication
EMP100798,Valdo Rachman Wibowo,2.5000000000000000,55,IV,S2,2,6,132.0,86,81,ID,INFP,28.0,5,9.0,6.0,2.0,9.0,5.0,9.0,6.0,5.0,9.0,6.0,6.0,4.0,6.0,1.0,2.0,6.0,9.0,1.0,3.0,9.0,2.6000000000000000,2.7500000000000000,2.6666666666666667,2.2000000000000000,2.4000000000000000,3.0000000000000000,2.8000000000000000,2.8000000000000000,2.6000000000000000,2.6000000000000000,Input,,Adaptability
EMP100799,Fitri Ganesha Yulianto,1.6666666666666667,72,IV,SMA,2,5,128.0,49,58,IS,ISFJ,28.0,8,9.0,5.0,null,4.0,2.0,7.0,9.0,4.0,2.0,7.0,8.0,6.0,3.0,9.0,8.0,3.0,9.0,3.0,6.0,7.0,2.8000000000000000,3.0000000000000000,2.4000000000000000,2.4000000000000000,2.4000000000000000,2.5000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,2.8000000000000000,Significance,Activator,Adaptability
EMP100800,Intan Wibowo,2.7500000000000000,19,IV,S2,2,6,86.0,93,68,DI,ENTJ,30.0,9,7.0,2.0,3.0,3.0,3.0,1.0,1.0,null,3.0,6.0,3.0,9.0,3.0,7.0,9.0,1.0,7.0,6.0,8.0,3.0,3.0000000000000000,2.5000000000000000,3.2500000000000000,3.2500000000000000,2.7500000000000000,3.2500000000000000,2.7500000000000000,3.6666666666666667,2.6666666666666667,3.2500000000000000,Adaptability,Intellection,Analytical
EMP100801,Umar Ridwan,2.6666666666666667,41,V,S2,3,4,110.0,89,26,IC,INFP,28.0,7,4.0,1.0,5.0,5.0,5.0,6.0,1.0,null,2.0,6.0,7.0,6.0,8.0,6.0,8.0,2.0,3.0,4.0,2.0,4.0,3.6000000000000000,22.4000000000000000,3.2500000000000000,3.0000000000000000,2.7500000000000000,3.0000000000000000,3.7500000000000000,3.5000000000000000,3.6000000000000000,2.8000000000000000,Developer,,Learner
EMP100802,Dimas Kusuma Indrawan,3.6000000000000000,82,V,S2,3,1,112.0,80,58,SC,ISTP,27.0,4,null,9.0,null,7.0,1.0,9.0,9.0,1.0,1.0,7.0,8.0,3.0,3.0,2.0,5.0,5.0,8.0,7.0,8.0,4.0,3.5000000000000000,3.8000000000000000,23.0000000000000000,3.8000000000000000,3.0000000000000000,3.6000000000000000,3.7500000000000000,3.5000000000000000,3.6666666666666667,4.0000000000000000,Deliberative,Arranger,Individualization
EMP100803,Maya Kusuma Putra,3.6000000000000000,97,IV,SMA,2,5,136.0,100,25,SC,enfp,30.0,10,4.0,6.0,7.0,null,3.0,8.0,4.0,null,8.0,5.0,4.0,2.0,9.0,null,2.0,8.0,8.0,2.0,8.0,null,3.7500000000000000,3.0000000000000000,4.0000000000000000,3.8000000000000000,4.3333333333333333,3.4000000000000000,4.0000000000000000,3.4000000000000000,3.0000000000000000,3.4000000000000000,Individualization,Analytical,Achiever
EMP100804,Luthfi Hidayat,2.4000000000000000,40,V,D3,3,5,null,73,74,SI,INTJ,null,1,2.0,4.0,5.0,9.0,7.0,9.0,6.0,8.0,8.0,2.0,4.0,7.0,1.0,null,6.0,6.0,8.0,9.0,8.0,1.0,2.0000000000000000,1.8000000000000000,2.4000000000000000,3.0000000000000000,2.7500000000000000,2.2000000000000000,2.0000000000000000,2.7500000000000000,2.2500000000000000,2.4000000000000000,Activator,Adaptability,Positivity
EMP100805,Oktavia Pratama,2.8000000000000000,33,IV,D3,2,5,126.0,22,76,DS,ENFP,22.0,6,7.0,2.0,5.0,8.0,7.0,8.0,9.0,4.0,null,3.0,2.0,8.0,6.0,2.0,null,3.0,4.0,null,1.0,3.0,1.6000000000000000,2.2500000000000000,1.7500000000000000,1.8000000000000000,1.4000000000000000,1.6000000000000000,1.8000000000000000,1.8000000000000000,2.2500000000000000,1.6000000000000000,Consistency,Developer,Command
EMP100806,Dwi Kurniawan,3.0000000000000000,2,III,S2,1,5,83.0,68,47,IS,INFP,24.0,2,4.0,null,6.0,8.0,9.0,7.0,3.0,4.0,8.0,7.0,4.0,4.0,9.0,9.0,4.0,6.0,1.0,6.0,4.0,2.0,3.0000000000000000,3.2500000000000000,3.0000000000000000,3.0000000000000000,3.5000000000000000,3.5000000000000000,27.0000000000000000,2.6666666666666667,3.0000000000000000,27.2500000000000000,Significance,Includer,Individualization
EMP100807,Cahyo Pradana,3.4000000000000000,36,IV,D3,2,1,null,28,40,IC,ENTJ,null,9,9.0,8.0,6.0,7.0,7.0,1.0,4.0,5.0,6.0,2.0,9.0,6.0,1.0,7.0,9.0,7.0,9.0,2.0,null,9.0,4.0000000000000000,3.2000000000000000,3.5000000000000000,3.2000000000000000,3.6000000000000000,3.2000000000000000,3.0000000000000000,3.4000000000000000,3.2500000000000000,3.7500000000000000,Intellection,Input,
EMP100808,Mahendra Firmansyah,3.2500000000000000,114,IV,D3,2,4,107.0,78,43,DC,INTP,27.0,6,7.0,null,5.0,9.0,2.0,8.0,7.0,4.0,null,8.0,1.0,3.0,1.0,8.0,6.0,7.0,8.0,9.0,5.0,7.0,2.8000000000000000,2.5000000000000000,2.8000000000000000,4.0000000000000000,2.8000000000000000,3.4000000000000000,3.4000000000000000,2.6000000000000000,3.2000000000000000,2.8000000000000000,Competition,Individualization,Focus
EMP100809,Dian Nugroho,3.6000000000000000,69,IV,S2,2,5,95.0,44,46,SI,INTP,15.0,1,4.0,3.0,8.0,5.0,1.0,5.0,1.0,4.0,9.0,9.0,6.0,4.0,null,3.0,5.0,3.0,6.0,7.0,null,4.0,3.8000000000000000,3.6000000000000000,3.6000000000000000,3.4000000000000000,4.0000000000000000,3.4000000000000000,3.2000000000000000,3.6000000000000000,3.6000000000000000,3.6000000000000000,Futuristic,Responsibility,Learner
EMP100810,Mahendra Tri Permadi,3.2000000000000000,65,V,S1,3,4,null,81,99,ID,ESFJ,null,8,6.0,7.0,4.0,7.0,7.0,null,7.0,8.0,9.0,8.0,3.0,5.0,null,3.0,6.0,null,5.0,6.0,7.0,3.0,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.2500000000000000,3.0000000000000000,3.2500000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,2.8000000000000000,Restorative,Self-Assurance,Harmony
EMP100811,Tania Aji Ramadhan,3.0000000000000000,49,III,D3,1,2,113.0,50,70,IC,null,36.0,6,4.0,8.0,3.0,6.0,2.0,8.0,4.0,4.0,6.0,7.0,6.0,4.0,2.0,9.0,5.0,4.0,9.0,3.0,1.0,1.0,3.2000000000000000,3.0000000000000000,3.2000000000000000,3.0000000000000000,2.5000000000000000,3.0000000000000000,3.0000000000000000,3.2000000000000000,3.3333333333333333,2.5000000000000000,,Developer,Maximizer
EMP100812,Lestari Herlambang,2.8000000000000000,63,IV,S1,2,3,110.0,82,33,CS,INFP,26.0,3,9.0,9.0,6.0,7.0,2.0,2.0,7.0,7.0,5.0,8.0,9.0,2.0,3.0,4.0,7.0,2.0,5.0,null,7.0,5.0,3.2000000000000000,4.0000000000000000,3.8000000000000000,3.6000000000000000,3.2500000000000000,3.6000000000000000,3.2000000000000000,3.4000000000000000,3.0000000000000000,3.4000000000000000,Achiever,,Context
EMP100813,Vania Baskara Utami,2.8000000000000000,26,V,S2,3,3,80.0,66,80,SI,INFJ,25.0,3,7.0,4.0,2.0,5.0,2.0,5.0,9.0,null,1.0,1.0,4.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,2.0,6.0,2.8000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,2.6000000000000000,2.6000000000000000,2.6000000000000000,2.4000000000000000,3.2500000000000000,2.4000000000000000,Responsibility,Empathy,Analytical
EMP100814,Vania Setiawan,2.6000000000000000,75,III,S1,1,3,94.0,84,66,null,ENTP,38.0,5,2.0,5.0,9.0,3.0,7.0,3.0,8.0,8.0,null,2.0,6.0,1.0,3.0,7.0,4.0,4.0,9.0,5.0,3.0,3.0,2.0000000000000000,3.0000000000000000,2.6666666666666667,2.8000000000000000,2.0000000000000000,2.8000000000000000,3.0000000000000000,2.5000000000000000,2.4000000000000000,3.0000000000000000,Developer,Empathy,Learner
EMP100815,Andi Dharma Saputra,3.6000000000000000,77,IV,SMA,2,5,135.0,60,69,IS,ENTJ,26.0,9,null,null,5.0,2.0,null,2.0,4.0,1.0,5.0,5.0,4.0,null,5.0,2.0,7.0,null,5.0,4.0,7.0,7.0,3.4000000000000000,4.0000000000000000,2.8000000000000000,4.2500000000000000,3.6000000000000000,3.4000000000000000,3.2000000000000000,3.6000000000000000,3.4000000000000000,3.4000000000000000,Developer,Connectedness,Strategic
EMP100816,Bella Aji Ginting,2.8000000000000000,89,IV,SMA,2,1,null,56,64,CI,ISTJ,null,5,8.0,5.0,3.0,3.0,4.0,9.0,5.0,8.0,6.0,null,9.0,1.0,4.0,5.0,6.0,3.0,4.0,4.0,9.0,3.0,2.2500000000000000,2.7500000000000000,2.7500000000000000,3.0000000000000000,2.5000000000000000,3.0000000000000000,2.2500000000000000,2.2000000000000000,2.6000000000000000,2.6000000000000000,Input,Connectedness,Individualization
EMP100817,Oka Handayani,2.6000000000000000,37,III,SMA,1,6,140.0,85,21,SI,ISFJ,19.0,6,7.0,null,null,7.0,2.0,5.0,8.0,8.0,1.0,9.0,2.0,8.0,7.0,1.0,8.0,4.0,4.0,8.0,3.0,5.0,3.3333333333333333,2.6000000000000000,2.6000000000000000,2.8000000000000000,2.6000000000000000,2.8000000000000000,2.6000000000000000,2.8000000000000000,2.6000000000000000,2.6000000000000000,Discipline,Significance,Strategic
EMP100818,Fajar Qolbi Rahmawati,3.4000000000000000,85,III,S1,1,5,124.0,83,61,CS,INTP,29.0,1,null,7.0,4.0,3.0,null,6.0,5.0,2.0,3.0,8.0,7.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,8.0,4.0,3.8000000000000000,3.5000000000000000,3.2000000000000000,3.8000000000000000,3.4000000000000000,3.6000000000000000,2.8000000000000000,3.2000000000000000,3.0000000000000000,4.0000000000000000,Input,Consistency,Activator
EMP100819,Prasetyo Kusuma Putra,3.2000000000000000,54,IV,D3,2,6,103.0,29,87,IC,null,25.0,10,4.0,1.0,9.0,9.0,1.0,7.0,9.0,5.0,7.0,7.0,8.0,2.0,5.0,9.0,5.0,5.0,3.0,9.0,4.0,6.0,3.0000000000000000,3.5000000000000000,3.4000000000000000,3.8000000000000000,3.2000000000000000,3.2500000000000000,3.2000000000000000,3.6000000000000000,3.4000000000000000,3.4000000000000000,Focus,Empathy,Maximizer
EMP100820,Rizky Pratama,4.3333333333333333,17,IV,D3,2,6,98.0,83,63,SI,ENFP,14.0,7,6.0,null,2.0,7.0,9.0,3.0,4.0,7.0,2.0,3.0,5.0,4.0,3.0,9.0,5.0,2.0,4.0,null,4.0,null,4.0000000000000000,3.2500000000000000,3.0000000000000000,3.0000000000000000,3.7500000000000000,3.7500000000000000,3.5000000000000000,3.5000000000000000,3.0000000000000000,3.5000000000000000,Deliberative,Positivity,Developer
EMP100821,Kartika Saputra,3.6000000000000000,35,V,SMA,3,1,132.0,69,59,ID,INFJ,36.0,2,5.0,9.0,4.0,3.0,9.0,4.0,7.0,7.0,3.0,4.0,2.0,null,3.0,5.0,3.0,5.0,8.0,5.0,3.0,3.0,3.6000000000000000,3.8000000000000000,4.0000000000000000,3.4000000000000000,3.6666666666666667,3.6000000000000000,4.0000000000000000,3.6000000000000000,4.0000000000000000,3.5000000000000000,Deliberative,Belief,Discipline
EMP100822,Maya Lukman,2.7500000000000000,42,V,S1,3,6,95.0,50,46,SD,ESTP,28.0,6,3.0,2.0,6.0,6.0,6.0,7.0,6.0,9.0,3.0,3.0,1.0,null,2.0,9.0,8.0,3.0,8.0,1.0,8.0,4.0,2.6666666666666667,2.6000000000000000,2.6000000000000000,3.2500000000000000,3.0000000000000000,2.6000000000000000,3.2000000000000000,2.6666666666666667,3.0000000000000000,2.2000000000000000,Focus,,Command
EMP100823,Hana Aji Hidayat,4.0000000000000000,10,V,SMA,3,6,123.0,43,97,DI,ESTP,23.0,1,1.0,5.0,8.0,2.0,null,4.0,1.0,1.0,5.0,4.0,9.0,9.0,7.0,2.0,7.0,7.0,2.0,null,3.0,5.0,4.0000000000000000,3.5000000000000000,3.7500000000000000,4.7500000000000000,4.5000000000000000,3.6666666666666667,4.0000000000000000,3.2500000000000000,4.3333333333333333,5.0000000000000000,Relator,Context,Discipline
EMP100824,Intan Suharto,2.8000000000000000,54,V,S2,3,6,127.0,27,31,DI,ESFP,30.0,8,6.0,2.0,1.0,1.0,4.0,9.0,3.0,6.0,2.0,5.0,4.0,3.0,1.0,4.0,8.0,1.0,3.0,9.0,8.0,4.0,2.8000000000000000,3.0000000000000000,3.0000000000000000,2.6000000000000000,3.0000000000000000,3.2000000000000000,2.6000000000000000,2.8000000000000000,3.2000000000000000,3.0000000000000000,Maximizer,Responsibility,Self-Assurance
EMP100825,Yuni Handayani,2.7500000000000000,58,III,SMA,1,6,135.0,69,99,CI,INTJ,34.0,8,5.0,5.0,3.0,9.0,8.0,4.0,9.0,3.0,3.0,7.0,9.0,5.0,5.0,null,5.0,8.0,1.0,3.0,null,8.0,3.0000000000000000,3.0000000000000000,26.7500000000000000,4.2500000000000000,3.7500000000000000,3.0000000000000000,2.7500000000000000,3.6000000000000000,3.2000000000000000,3.6000000000000000,Command,Woo,Analytical
EMP100826,Ayu Rachman Subekti,3.2000000000000000,99,V,D3,3,5,125.0,93,67,ID,INTP,25.0,1,7.0,8.0,5.0,8.0,6.0,7.0,4.0,5.0,4.0,8.0,1.0,3.0,1.0,5.0,3.0,6.0,6.0,7.0,null,6.0,3.2500000000000000,3.4000000000000000,3.8000000000000000,3.0000000000000000,3.4000000000000000,3.2000000000000000,2.6000000000000000,3.0000000000000000,3.2000000000000000,3.7500000000000000,Context,Focus,Harmony
EMP100827,Oktavia Candra Kurniawan,3.6666666666666667,55,IV,S2,2,2,118.0,35,79,DC,ESFP,13.0,4,6.0,5.0,9.0,1.0,4.0,1.0,4.0,9.0,2.0,4.0,1.0,7.0,7.0,5.0,3.0,6.0,null,5.0,8.0,5.0,4.0000000000000000,3.5000000000000000,3.6000000000000000,3.7500000000000000,3.7500000000000000,3.8000000000000000,3.8000000000000000,4.0000000000000000,4.6666666666666667,3.6000000000000000,Relator,Context,Achiever
EMP100828,Umar Hidayat,3.0000000000000000,15,IV,D3,2,5,92.0,55,37,IS,INFJ,37.0,3,8.0,8.0,4.0,7.0,8.0,1.0,5.0,3.0,7.0,8.0,7.0,4.0,8.0,7.0,7.0,null,9.0,5.0,5.0,6.0,2.7500000000000000,3.2500000000000000,2.5000000000000000,3.0000000000000000,3.3333333333333333,3.0000000000000000,3.2500000000000000,2.7500000000000000,3.2500000000000000,3.0000000000000000,Individualization,Belief,Connectedness
EMP100829,Bayu Wibowo,3.6000000000000000,50,IV,SMA,2,2,109.0,93,41,DS,INTP,31.0,2,3.0,7.0,8.0,7.0,5.0,9.0,4.0,2.0,1.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,6.0,5.0,6.0,3.2000000000000000,3.6666666666666667,3.8000000000000000,3.2000000000000000,3.6000000000000000,3.4000000000000000,3.6000000000000000,3.2000000000000000,3.6000000000000000,4.0000000000000000,Focus,Significance,Harmony
EMP100830,Hana Herlambang,3.7500000000000000,13,V,SMA,3,1,132.0,36,87,DI,ISFJ,20.0,8,9.0,3.0,3.0,6.0,5.0,1.0,null,3.0,2.0,9.0,1.0,9.0,7.0,9.0,1.0,9.0,3.0,9.0,7.0,null,3.5000000000000000,3.5000000000000000,3.3333333333333333,3.0000000000000000,3.7500000000000000,3.7500000000000000,3.6666666666666667,4.0000000000000000,4.2500000000000000,3.7500000000000000,,Discipline,Maximizer
EMP100831,Dwi Iqbal Halim,3.5000000000000000,29,V,D3,3,1,96.0,66,46,CS,INFJ,35.0,8,3.0,9.0,8.0,5.0,3.0,null,9.0,5.0,7.0,4.0,7.0,3.0,2.0,5.0,7.0,4.0,9.0,5.0,8.0,3.0,3.0000000000000000,3.6000000000000000,4.0000000000000000,3.6000000000000000,3.7500000000000000,3.2000000000000000,3.8000000000000000,4.2500000000000000,3.4000000000000000,3.2000000000000000,Command,Futuristic,Harmony
EMP100832,Eko Suharto,3.2000000000000000,58,III,SMA,1,3,null,83,59,CI,ESTP,null,3,4.0,9.0,3.0,6.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,9.0,9.0,5.0,null,7.0,5.0,5.0,3.0000000000000000,3.2000000000000000,2.6666666666666667,3.4000000000000000,3.2500000000000000,3.0000000000000000,3.2500000000000000,2.3333333333333333,3.8000000000000000,3.4000000000000000,Woo,Significance,Communication
EMP100833,Andi Wijaya,3.5000000000000000,18,III,SMA,1,2,104.0,52,52,CS,ENTJ,27.0,9,8.0,5.0,8.0,6.0,4.0,6.0,9.0,4.0,5.0,3.0,4.0,7.0,7.0,4.0,null,2.0,2.0,8.0,1.0,1.0,27.7500000000000000,3.5000000000000000,3.7500000000000000,3.0000000000000000,3.2500000000000000,3.2500000000000000,3.3333333333333333,4.0000000000000000,3.2500000000000000,4.0000000000000000,Achiever,Consistency,Discipline
EMP100834,Nadia Rachman Pratomo,3.2500000000000000,16,V,S2,3,6,107.0,84,63,SD,ESTJ,31.0,10,8.0,null,null,1.0,7.0,4.0,5.0,null,7.0,1.0,8.0,6.0,8.0,8.0,1.0,1.0,7.0,6.0,null,5.0,3.0000000000000000,3.2500000000000000,3.2500000000000000,4.0000000000000000,3.2500000000000000,3.2500000000000000,3.5000000000000000,3.0000000000000000,3.3333333333333333,3.7500000000000000,Positivity,Includer,Individualization
EMP100835,Nurlita Purnama,4.2000000000000000,52,IV,SMA,2,1,null,89,45,null,ISTJ,27.0,6,6.0,5.0,7.0,1.0,null,9.0,7.0,1.0,1.0,1.0,null,9.0,2.0,2.0,5.0,3.0,3.0,6.0,8.0,6.0,4.0000000000000000,4.2000000000000000,4.0000000000000000,23.0000000000000000,4.2000000000000000,4.0000000000000000,4.2000000000000000,4.4000000000000000,3.8000000000000000,3.7500000000000000,Intellection,Positivity,Focus
EMP100836,Luthfi Simanjuntak,3.4000000000000000,57,V,SMA,3,1,105.0,60,96,SC,ENFJ,15.0,10,2.0,5.0,7.0,9.0,8.0,1.0,1.0,6.0,9.0,7.0,7.0,9.0,4.0,2.0,9.0,6.0,2.0,null,6.0,9.0,3.4000000000000000,3.4000000000000000,3.6000000000000000,3.0000000000000000,3.6000000000000000,4.0000000000000000,3.6000000000000000,3.2000000000000000,3.7500000000000000,4.0000000000000000,Responsibility,Futuristic,Communication
